pdb_id,n_chains,used_chain,used_chain_len,recorded_seq_length,used_chain_has_chrom,used_chain_chrom_code,any_other_chain_has_chrom,all_chrom_chains,all_chains_summary,bug_flag
5OX9,1,A,226,227.0,True,B2H,False,"A(226aa,B2H)",A=226,False
5OXA,1,A,228,229.0,True,B2H,False,"A(228aa,B2H)",A=228,False
5OXB,1,A,225,226.0,True,B2H,False,"A(225aa,B2H)",A=225,False
5OXC,1,A,229,230.0,True,B2H,False,"A(229aa,B2H)",A=229,False
5T3I,1,A,228,229.0,True,CRF,False,"A(228aa,CRF)",A=228,False
5WJ2,2,A,234,235.0,True,CR2,True,"A(234aa,CR2);B(226aa,CR2)",A=234;B=226,False
5WJ3,2,A,225,226.0,True,CR2,True,"A(225aa,CR2);B(225aa,CR2)",A=225;B=225,False
5WJ4,2,A,227,228.0,True,CR2,True,"A(227aa,CR2);B(227aa,CR2)",A=227;B=227,False
5WWK,6,A,228,229.0,True,CR2,True,"A(228aa,CR2);B(228aa,CR2);C(228aa,CR2);D(228aa,CR2);E(228aa,CR2);F(228aa,CR2)",A=228;B=228;C=228;D=228;E=228;F=228,False
5Y8Q,2,B,223,225.0,True,CH7,True,"A(222aa,CH7);B(223aa,CH7)",A=222;B=223,False
5Y8R,1,A,221,223.0,True,CH7,False,"A(221aa,CH7)",A=221,False
5YR2,2,B,228,229.0,False,,False,,A=226;B=228,False
5YR3,1,A,224,225.0,False,,False,,A=224,False
5Z6Y,1,A,225,226.0,False,,False,,A=225,False
6AA2,3,B,233,234.0,True,CR2,True,"A(223aa,CR2);B(233aa,CR2);C(233aa,CR2)",A=223;B=233;C=233,False
6AA6,2,A,237,238.0,True,CR2,True,"A(237aa,CR2);B(223aa,CR2)",A=237;B=223,False
6AA7,2,A,226,227.0,True,XYG,True,"A(226aa,XYG);B(224aa,XYG)",A=226;B=224,False
6AS9,1,A,244,245.0,True,PIA,False,"A(244aa,PIA)",A=244,False
6B7R,2,B,227,228.0,True,GYS,True,"B(227aa,GYS);A(227aa,GYS)",B=227;A=227,False
6B7T,2,A,207,208.0,True,GYS,True,"A(207aa,GYS);B(203aa,GYS)",A=207;B=203,False
6B9C,1,A,232,234.0,False,,False,,A=232,False
6CIU,4,A,220,221.0,True,CRQ,True,"A(220aa,CRQ);B(219aa,CRQ);C(220aa,CRQ);D(218aa,CRQ)",A=220;B=219;C=220;D=218,False
6D38,1,A,212,213.0,True,GYC,False,"A(212aa,GYC)",A=212,False
6D39,1,A,212,213.0,True,GYC,False,"A(212aa,GYC)",A=212,False
6DEJ,4,A,223,224.0,True,CRU,True,"A(223aa,CRU);B(223aa,CRU);C(223aa,CRU);D(222aa,CRU)",A=223;B=223;C=223;D=222,False
6DQ0,2,A,226,228.0,True,CRO,True,"A(226aa,CRO);B(226aa,CRO)",A=226;B=226,False
6DQ1,1,A,231,233.0,True,CRO,False,"A(231aa,CRO)",A=231,False
6EFR,1,A,503,504.0,True,CRO,False,"A(503aa,CRO)",A=503,False
6FLL,1,A,223,224.0,True,GYS,False,"A(223aa,GYS)",A=223,False
6FP7,2,A,225,226.0,True,PIA,False,"A(225aa,PIA)",A=225;B=163,False
6FP8,2,A,216,217.0,True,PIA,False,"A(216aa,PIA)",A=216;B=167,False
6FWW,1,A,226,227.0,True,CRO,False,"A(226aa,CRO)",A=226,False
6GEL,2,A,530,532.0,True,CRF,True,"A(530aa,CRF);B(528aa,CRF)",A=530;B=528,False
6GEZ,2,B,532,534.0,True,CRF,True,"A(531aa,CRF);B(532aa,CRF)",A=531;B=532,False
6GO8,1,A,232,233.0,True,PIA,False,"A(232aa,PIA)",A=232,False
6GO9,1,A,232,233.0,True,PIA,False,"A(232aa,PIA)",A=232,False
6GOY,1,A,220,221.0,False,,False,,A=220,False
6GOZ,1,A,221,222.0,False,,False,,A=221,False
6GP0,1,A,221,224.0,True,RC7,False,"A(221aa,RC7)",A=221,False
6GP1,2,B,154,155.0,False,,False,,A=65;B=154,False
6GQG,1,A,227,228.0,True,PIA,False,"A(227aa,PIA)",A=227,False
6GQH,1,A,226,227.0,True,PIA,False,"A(226aa,PIA)",A=226,False
6GRM,1,A,225,226.0,True,PIA,False,"A(225aa,PIA)",A=225,False
6H01,4,A,231,232.0,False,,False,,A=231;B=230;C=230;D=230,False
6HR1,2,A,406,407.0,True,CR2,True,"A(406aa,CR2);B(401aa,CR2)",A=406;B=401,False
6HUT,1,A,241,242.0,True,CRO,False,"A(241aa,CRO)",A=241,False
6IR6,1,A,232,233.0,True,CRO,False,"A(232aa,CRO)",A=232,False
6IR7,1,A,231,232.0,True,CRO,False,"A(231aa,CRO)",A=231,False
6J1A,1,A,229,230.0,True,QYG,False,"A(229aa,QYG)",A=229,False
6J1B,1,A,229,230.0,True,QYG,False,"A(229aa,QYG)",A=229,False
6J1C,1,A,229,230.0,True,QYG,False,"A(229aa,QYG)",A=229,False
6JC6,8,B,221,222.0,False,,False,,A=220;B=221;C=220;D=220;E=219;F=219;G=219;H=219,False
6JGH,1,A,227,228.0,True,GYS,False,"A(227aa,GYS)",A=227,False
6JGI,1,A,227,228.0,True,CRO,False,"A(227aa,CRO)",A=227,False
6JGJ,1,A,227,228.0,True,GYS,False,"A(227aa,GYS)",A=227,False
6JXF,1,A,229,230.0,True,QYG,False,"A(229aa,QYG)",A=229,False
6KKZ,1,A,227,228.0,True,CRO,False,"A(227aa,CRO)",A=227,False
6KL0,1,A,227,228.0,True,CRO,False,"A(227aa,CRO)",A=227,False
6KL1,1,A,227,228.0,True,CRO,False,"A(227aa,CRO)",A=227,False
6KRG,1,A,218,220.0,True,CRO,False,"A(218aa,CRO)",A=218,False
6L02,1,A,227,228.0,False,,False,,A=227,False
6L27,1,A,226,227.0,True,GYS,False,"A(226aa,GYS)",A=226,False
6LNP,2,B,369,370.0,True,CRO,True,"B(369aa,CRO);D(362aa,CRO)",B=369;D=362,False
6LOF,4,A,162,163.0,True,CH7,True,"A(162aa,CH7);B(162aa,CH7)",C=60;A=162;D=61;B=162,False
6LR7,2,A,231,232.0,True,CRO,False,"A(231aa,CRO)",A=231;B=125,False
6M63,2,A,359,360.0,True,CRO,True,"A(359aa,CRO);B(358aa,CRO)",A=359;B=358,False
6M9X,4,A,215,216.0,False,,False,,A=215;B=215;C=215;D=215,False
6M9Y,4,B,163,163.0,False,,False,,A=57;B=163;C=57;D=163,False
6M9Z,2,A,218,219.0,True,CR2,True,"A(218aa,CR2);D(218aa,CR2)",A=218;D=218,False
6MAS,8,A,215,216.0,True,CR2,True,"A(215aa,CR2);B(215aa,CR2);C(215aa,CR2);D(215aa,CR2);E(215aa,CR2);F(215aa,CR2);G(215aa,CR2);H(215aa,CR2)",A=215;B=215;C=215;D=215;E=215;F=215;G=215;H=215,False
6MXW,8,A,215,216.0,True,GYC,True,"A(215aa,GYC);B(215aa,GYC);C(215aa,GYC);D(215aa,GYC);E(215aa,GYC);F(215aa,GYC);G(215aa,GYC);H(215aa,GYC)",A=215;B=215;C=215;D=215;E=215;F=215;G=215;H=215,False
6MYB,8,A,215,216.0,True,GYC,True,"A(215aa,GYC);B(215aa,GYC);C(215aa,GYC);D(215aa,GYC);E(215aa,GYC);F(215aa,GYC);G(215aa,GYC);H(215aa,GYC)",A=215;B=215;C=215;D=215;E=215;F=215;G=215;H=215,False
6MYC,8,A,214,215.0,True,GYC,True,"A(214aa,GYC);B(214aa,GYC);C(214aa,GYC);D(214aa,GYC);E(214aa,GYC);F(214aa,GYC);G(213aa,GYC);H(214aa,GYC)",A=214;B=214;C=214;D=214;E=214;F=214;G=213;H=214,False
6MZ3,1,A,219,220.0,True,CRO,False,"A(219aa,CRO)",A=219,False
6NQJ,4,A,223,224.0,True,GYC,True,"A(223aa,GYC);B(217aa,GYC);C(223aa,GYC);D(215aa,GYC)",A=223;B=217;C=223;D=215,False
6NQK,8,A,217,218.0,False,,False,,A=217;B=216;C=215;D=216;E=216;F=215;G=216;H=216,False
6NQL,8,A,216,217.0,False,,False,,A=216;B=216;C=216;D=216;E=215;F=215;G=216;H=216,False
6NQN,8,D,220,221.0,False,,False,,A=218;B=216;C=218;D=220;E=215;F=216;G=218;H=216,False
6NQO,8,A,220,221.0,False,,False,,A=220;B=216;C=216;D=215;E=218;F=220;G=220;H=216,False
6NQP,8,B,216,217.0,False,,False,,A=215;B=216;C=215;D=215;E=215;F=215;G=215;H=215,False
6NQQ,8,D,222,223.0,False,,False,,A=215;B=215;C=221;D=222;E=219;F=219;G=215;H=214,False
6NQR,8,G,221,222.0,False,,False,,A=216;B=216;C=217;D=214;E=215;F=216;G=221;H=216,False
6NQS,8,B,223,224.0,False,,False,,A=221;B=223;C=213;D=214;E=215;F=215;G=221;H=222,False
6NQV,8,A,216,217.0,False,,False,,A=216;B=214;C=215;D=214;E=216;F=216;G=216;H=216,False
6OA8,1,A,232,233.0,False,,False,,A=232,False
6OFK,2,B,228,229.0,True,CRO,True,"A(225aa,CRO);B(228aa,CRO)",A=225;B=228,False
6OFL,2,A,229,230.0,False,,False,,A=229;B=227,False
6OFM,2,B,237,238.0,False,,False,,A=229;B=237,False
6OFN,2,B,235,237.0,True,CRO,True,"A(223aa,CRO);B(235aa,CRO)",A=223;B=235,False
6OFO,2,A,223,224.0,True,GYS,True,"A(223aa,GYS);B(222aa,GYS)",A=223;B=222,False
6OG8,2,B,220,228.0,False,,False,,B=220;A=219,False
6OG9,2,B,226,227.0,False,,False,,B=226;A=224,False
6OGA,2,A,227,228.0,False,,False,,A=227;B=226,False
6OGB,2,A,228,229.0,False,,False,,A=228;B=225,False
6OGC,2,B,233,234.0,False,,False,,B=233;A=227,False
6PFR,1,A,239,240.0,True,OHD,False,"A(239aa,OHD)",A=239,False
6PFS,1,A,228,229.0,True,OHD,False,"A(228aa,OHD)",A=228,False
6PFT,1,A,240,241.0,True,OHD,False,"A(240aa,OHD)",A=240,False
6PFU,1,A,228,229.0,True,OHD,False,"A(228aa,OHD)",A=228,False
6QQ8,1,A,224,225.0,True,CRF,False,"A(224aa,CRF)",A=224,False
6QQ9,1,A,227,228.0,True,CRF,False,"A(227aa,CRF)",A=227,False
6QQA,1,A,229,230.0,True,CRF,False,"A(229aa,CRF)",A=229,False
6QQB,1,A,229,230.0,True,CRF,False,"A(229aa,CRF)",A=229,False
6QSL,1,A,214,215.0,True,PIA,False,"A(214aa,PIA)",A=214,False
6QSM,1,A,215,216.0,True,PIA,False,"A(215aa,PIA)",A=215,False
6QSO,1,A,213,214.0,True,PIA,False,"A(213aa,PIA)",A=213,False
6QUH,2,B,228,229.0,True,CRO,True,"B(228aa,CRO);E(228aa,CRO)",B=228;E=228,False
6QUI,2,B,228,229.0,True,CRO,True,"B(228aa,CRO);E(228aa,CRO)",B=228;E=228,False
6QUJ,2,B,228,229.0,True,CRO,True,"B(228aa,CRO);E(228aa,CRO)",B=228;E=228,False
6S67,4,A,223,224.0,True,CRO,True,"A(223aa,CRO);B(223aa,CRO);C(223aa,CRO);D(223aa,CRO)",A=223;B=223;C=223;D=223,False
6SM0,1,A,226,227.0,False,,False,,A=226,False
6T39,1,A,236,237.0,True,PIA,False,"A(236aa,PIA)",A=236,False
6T3A,1,A,236,237.0,True,PIA,False,"A(236aa,PIA)",A=236,False
6UHJ,1,A,225,226.0,True,CRO,False,"A(225aa,CRO)",A=225,False
6UHK,2,B,228,229.0,True,CRO,True,"A(225aa,CRO);B(228aa,CRO)",A=225;B=228,False
6UHL,2,A,224,225.0,True,CRO,True,"A(224aa,CRO);B(223aa,CRO)",A=224;B=223,False
6UHM,2,A,229,230.0,True,CRO,True,"A(229aa,CRO);B(226aa,CRO)",A=229;B=226,False
6UHN,2,A,224,225.0,True,CRO,True,"A(224aa,CRO);B(224aa,CRO)",A=224;B=224,False
6UHO,2,A,225,226.0,True,CRO,True,"A(225aa,CRO);B(225aa,CRO)",A=225;B=225,False
6UHP,2,A,224,225.0,True,CRO,True,"A(224aa,CRO);B(224aa,CRO)",A=224;B=224,False
6UHQ,1,A,230,231.0,True,CRO,False,"A(230aa,CRO)",A=230,False
6UHR,2,B,225,226.0,True,CRO,True,"A(224aa,CRO);B(225aa,CRO)",A=224;B=225,False
6UN4,1,A,245,247.0,True,OHD,False,"A(245aa,OHD)",A=245,False
6UN5,2,B,227,228.0,False,,False,,A=225;B=227,False
6UN6,2,B,230,231.0,False,,False,,A=224;B=230,False
6UN7,2,B,228,229.0,False,,False,,A=226;B=228,False
6VIO,8,A,226,227.0,True,CR2,True,"A(226aa,CR2);B(225aa,CR2);C(224aa,CR2);D(225aa,CR2);E(226aa,CR2);F(226aa,CR2);G(223aa,CR2);H(226aa,CR2)",A=226;B=225;C=224;D=225;E=226;F=226;G=223;H=226,False
6WV3,1,A,380,381.0,True,CRO,False,"A(380aa,CRO)",A=380,False
6WV4,1,A,363,364.0,True,CRO,False,"A(363aa,CRO)",A=363,False
6WV5,1,A,370,371.0,True,CRO,False,"A(370aa,CRO)",A=370,False
6WV6,1,A,381,382.0,True,CRO,False,"A(381aa,CRO)",A=381,False
6WV7,2,B,388,389.0,True,CRO,True,"A(380aa,CRO);B(388aa,CRO)",A=380;B=388,False
6WV8,1,A,394,395.0,True,CRO,False,"A(394aa,CRO)",A=394,False
6WV9,1,A,411,412.0,True,CRO,False,"A(411aa,CRO)",A=411,False
6WVA,1,A,411,412.0,True,CRO,False,"A(411aa,CRO)",A=411,False
6WVB,1,A,408,409.0,True,CRO,False,"A(408aa,CRO)",A=408,False
6WVD,1,A,397,398.0,True,CRO,False,"A(397aa,CRO)",A=397,False
6WVE,1,A,296,297.0,True,CRO,False,"A(296aa,CRO)",A=296,False
6WVF,1,A,386,387.0,True,CRO,False,"A(386aa,CRO)",A=386,False
6WVG,2,A,443,444.0,True,CRO,True,"A(443aa,CRO);B(440aa,CRO)",A=443;B=440,False
6WVH,2,B,388,389.0,True,CRO,True,"A(380aa,CRO);B(388aa,CRO)",A=380;B=388,False
6WVI,1,A,411,412.0,True,CRO,False,"A(411aa,CRO)",A=411,False
6XWY,4,A,217,218.0,True,NRQ,True,"A(217aa,NRQ);B(215aa,NRQ);C(217aa,NRQ);D(216aa,NRQ)",A=217;B=215;C=217;D=216,False
6XZF,2,A,225,226.0,True,CRO,False,"A(225aa,CRO)",A=225;B=126,False
6Y1G,4,A,221,222.0,True,CRU,True,"A(221aa,CRU);B(221aa,CRU);C(221aa,CRU);D(221aa,CRU)",A=221;B=221;C=221;D=221,False
6YLM,1,A,226,227.0,True,NRQ,False,"A(226aa,NRQ)",A=226,False
6YLS,1,A,219,220.0,False,,False,,A=219,False
6ZQO,1,A,229,230.0,True,CR2,False,"A(229aa,CR2)",A=229,False
6ZSM,1,A,398,399.0,True,PIA,False,"A(398aa,PIA)",A=398,False
6ZSN,1,A,397,398.0,True,PIA,False,"A(397aa,PIA)",A=397,False
6ZUI,1,A,420,421.0,True,CR2,False,"A(420aa,CR2)",A=420,False
7A7K,1,A,233,234.0,True,CRO,False,"A(233aa,CRO)",A=233,False
7A7L,1,A,230,231.0,True,CRO,False,"A(230aa,CRO)",A=230,False
7A7M,1,A,227,228.0,True,CRO,False,"A(227aa,CRO)",A=227,False
7A7N,1,A,227,228.0,True,CRO,False,"A(227aa,CRO)",A=227,False
7A7O,1,A,232,233.0,True,CRO,False,"A(232aa,CRO)",A=232,False
7A7P,1,A,227,228.0,True,CRO,False,"A(227aa,CRO)",A=227,False
7A7Q,1,A,221,222.0,True,CRO,False,"A(221aa,CRO)",A=221,False
7A7R,1,A,221,222.0,True,CRO,False,"A(221aa,CRO)",A=221,False
7A7S,1,A,226,227.0,True,CRO,False,"A(226aa,CRO)",A=226,False
7A7T,1,A,227,228.0,True,CRO,False,"A(227aa,CRO)",A=227,False
7A7U,1,A,223,224.0,True,CRO,False,"A(223aa,CRO)",A=223,False
7A7V,1,A,225,226.0,True,CRO,False,"A(225aa,CRO)",A=225,False
7A7W,1,A,227,228.0,True,CRO,False,"A(227aa,CRO)",A=227,False
7A7X,1,A,227,228.0,True,CRO,False,"A(227aa,CRO)",A=227,False
7A7Y,1,A,238,239.0,True,CRO,False,"A(238aa,CRO)",A=238,False
7A7Z,1,A,224,225.0,True,CRO,False,"A(224aa,CRO)",A=224,False
7A80,4,D,227,228.0,True,CRO,True,"A(226aa,CRO);B(226aa,CRO);C(226aa,CRO);D(227aa,CRO)",A=226;B=226;C=226;D=227,False
7A81,1,A,230,231.0,True,CRO,False,"A(230aa,CRO)",A=230,False
7A82,1,A,230,231.0,True,CRO,False,"A(230aa,CRO)",A=230,False
7A83,1,A,226,227.0,True,CRO,False,"A(226aa,CRO)",A=226,False
7A84,1,A,224,225.0,True,CRO,False,"A(224aa,CRO)",A=224,False
7A85,1,A,223,224.0,True,CRO,False,"A(223aa,CRO)",A=223,False
7A86,2,A,224,225.0,True,CRO,True,"A(224aa,CRO);B(224aa,CRO)",A=224;B=224,False
7A87,1,A,234,235.0,True,CRO,False,"A(234aa,CRO)",A=234,False
7A88,1,A,232,233.0,True,CRO,False,"A(232aa,CRO)",A=232,False
7A89,2,B,225,226.0,True,CRO,True,"A(224aa,CRO);B(225aa,CRO)",A=224;B=225,False
7A8A,1,A,231,232.0,True,CRO,False,"A(231aa,CRO)",A=231,False
7A8B,1,A,233,234.0,True,CRO,False,"A(233aa,CRO)",A=233,False
7A8C,1,A,225,226.0,True,CRO,False,"A(225aa,CRO)",A=225,False
7A8D,1,A,232,233.0,True,CRO,False,"A(232aa,CRO)",A=232,False
7A8E,1,A,228,229.0,True,CRO,False,"A(228aa,CRO)",A=228,False
7A8F,1,A,230,231.0,True,CRO,False,"A(230aa,CRO)",A=230,False
7A8G,2,A,223,224.0,True,CRO,True,"A(223aa,CRO);B(223aa,CRO)",A=223;B=223,False
7A8H,4,C,229,230.0,True,CRO,True,"A(224aa,CRO);B(226aa,CRO);C(229aa,CRO);D(228aa,CRO)",A=224;B=226;C=229;D=228,False
7A8I,4,B,228,229.0,True,CRO,True,"A(224aa,CRO);B(228aa,CRO);C(226aa,CRO);D(224aa,CRO)",A=224;B=228;C=226;D=224,False
7A8J,1,A,230,231.0,True,CRO,False,"A(230aa,CRO)",A=230,False
7A8K,1,A,224,225.0,True,CRO,False,"A(224aa,CRO)",A=224,False
7A8L,1,A,233,234.0,True,CRO,False,"A(233aa,CRO)",A=233,False
7A8M,1,A,233,234.0,True,CRO,False,"A(233aa,CRO)",A=233,False
7A8N,1,A,230,231.0,True,CRO,False,"A(230aa,CRO)",A=230,False
7A8O,1,A,232,233.0,True,CRO,False,"A(232aa,CRO)",A=232,False
7AMB,4,C,230,231.0,True,PIA,True,"A(229aa,PIA);B(228aa,PIA);C(230aa,PIA);D(229aa,PIA)",A=229;B=228;C=230;D=229,False
7AMF,4,C,234,235.0,True,PIA,True,"A(230aa,PIA);B(229aa,PIA);C(234aa,PIA);D(234aa,PIA)",A=230;B=229;C=234;D=234,False
7AMU,1,A,234,235.0,True,PIA,False,"A(234aa,PIA)",A=234,False
7BHG,2,A,222,223.0,False,,False,,A=222;B=222,False
7CAO,1,A,226,227.0,True,QYG,False,"A(226aa,QYG)",A=226,False
7CD7,4,B,235,236.0,True,CRO,True,"B(235aa,CRO);D(235aa,CRO)",B=235;D=235;A=99;C=99,False
7CD8,2,B,228,229.0,True,CRO,False,"B(228aa,CRO)",B=228;A=99,False
7DIG,8,A,218,219.0,True,CR8,True,"A(218aa,CR8);B(218aa,CR8);C(218aa,CR8);D(218aa,CR8);E(218aa,CR8);F(218aa,CR8);G(218aa,CR8);H(218aa,CR8)",A=218;B=218;C=218;D=218;E=218;F=218;G=218;H=218,False
7E53,2,A,226,227.0,True,CRO,False,"A(226aa,CRO)",A=226;B=126,False
7KM4,1,A,218,219.0,True,CRO,False,"A(218aa,CRO)",A=218,False
7LG4,1,A,227,228.0,True,GYS,False,"A(227aa,GYS)",A=227,False
7O7C,1,A,232,233.0,True,PIA,False,"A(232aa,PIA)",A=232,False
7O7D,1,A,231,232.0,True,PIA,False,"A(231aa,PIA)",A=231,False
7O7E,1,A,234,235.0,True,PIA,False,"A(234aa,PIA)",A=234,False
7O7H,1,A,236,237.0,True,PIA,False,"A(236aa,PIA)",A=236,False
7O7U,1,A,237,238.0,True,PIA,False,"A(237aa,PIA)",A=237,False
7O7V,1,A,242,243.0,True,PIA,False,"A(242aa,PIA)",A=242,False
7O7W,1,A,236,237.0,True,PIA,False,"A(236aa,PIA)",A=236,False
7O7X,1,A,234,235.0,True,PIA,False,"A(234aa,PIA)",A=234,False
7OIN,1,B,226,227.0,True,NRQ,False,"B(226aa,NRQ)",B=226,False
7PCA,1,A,228,229.0,True,CRO,False,"A(228aa,CRO)",A=228,False
7PCZ,2,A,235,236.0,True,CRO,True,"A(235aa,CRO);B(235aa,CRO)",A=235;B=235,False
7PD0,4,D,235,236.0,True,CRO,True,"A(227aa,CRO);B(227aa,CRO);C(234aa,CRO);D(235aa,CRO)",A=227;B=227;C=234;D=235,False
7PNN,1,A,228,229.0,True,CR2,False,"A(228aa,CR2)",A=228,False
7Q6B,1,A,221,222.0,False,,False,,A=221,False
7QGK,1,A,217,218.0,False,,False,,A=217,False
7QLI,1,A,216,217.0,True,PIA,False,"A(216aa,PIA)",A=216,False
7QLJ,1,A,219,220.0,True,PIA,False,"A(219aa,PIA)",A=219,False
7QLK,1,A,216,217.0,True,PIA,False,"A(216aa,PIA)",A=216,False
7QLL,1,A,218,219.0,True,PIA,False,"A(218aa,PIA)",A=218,False
7QLM,1,A,216,217.0,True,PIA,False,"A(216aa,PIA)",A=216,False
7QLN,1,A,216,217.0,True,PIA,False,"A(216aa,PIA)",A=216,False
7QLO,1,A,216,217.0,True,PIA,False,"A(216aa,PIA)",A=216,False
7RRH,6,A,215,216.0,True,GYC,True,"A(215aa,GYC);B(214aa,GYC);C(215aa,GYC);D(215aa,GYC);E(212aa,GYC);F(213aa,GYC)",A=215;B=214;C=215;D=215;E=212;F=213,False
7RRI,8,C,220,221.0,True,GYC,True,"A(215aa,GYC);B(215aa,GYC);C(220aa,GYC);D(219aa,GYC);E(218aa,GYC);F(218aa,GYC);G(215aa,GYC);H(215aa,GYC)",A=215;B=215;C=220;D=219;E=218;F=218;G=215;H=215,False
7RRJ,8,E,223,224.0,True,GYC,True,"A(216aa,GYC);B(214aa,GYC);C(218aa,GYC);D(222aa,GYC);E(223aa,GYC);F(222aa,GYC);G(215aa,GYC);H(214aa,GYC)",A=216;B=214;C=218;D=222;E=223;F=222;G=215;H=214,False
7RRK,8,H,221,222.0,True,GYC,True,"A(214aa,GYC);B(220aa,GYC);C(213aa,GYC);D(213aa,GYC);E(213aa,GYC);F(213aa,GYC);G(212aa,GYC);H(221aa,GYC)",A=214;B=220;C=213;D=213;E=213;F=213;G=212;H=221,False
7RY2,8,A,215,216.0,True,CH6,True,"A(215aa,CH6);B(214aa,CH6);C(215aa,CH6);D(214aa,CH6);E(215aa,NRQ);F(215aa,CH6);G(214aa,CH6);H(213aa,NRQ)",A=215;B=214;C=215;D=214;E=215;F=215;G=214;H=213,False
7SAH,2,A,226,227.0,True,CRO,False,"A(226aa,CRO)",A=226;B=127,False
7SAI,2,A,226,227.0,True,CRO,False,"A(226aa,CRO)",A=226;C=126,False
7SAJ,10,A,215,216.0,True,NRQ,True,"A(215aa,NRQ);C(215aa,NRQ);E(215aa,NRQ);G(215aa,NRQ);I(215aa,NRQ)",A=215;B=124;C=215;D=124;E=215;F=124;G=215;H=124;I=215;J=124,False
7SAK,2,A,225,226.0,True,NRQ,False,"A(225aa,NRQ)",A=225;B=119,False
7SAL,4,A,217,218.0,True,NRQ,True,"A(217aa,NRQ);B(217aa,NRQ)",A=217;B=217;C=121;D=121,False
7SF9,4,A,227,228.0,False,,False,,A=227;B=217;C=217;D=218,False
7SFA,4,B,221,222.0,False,,False,,A=215;B=221;C=216;D=217,False
7SWR,1,A,215,216.0,True,CRQ,False,"A(215aa,CRQ)",A=215,False
7SWS,8,A,217,218.0,True,CRQ,True,"A(217aa,CRQ);B(217aa,CRQ);C(217aa,CRQ);D(217aa,CRQ);E(217aa,CRQ);F(217aa,CRQ);G(217aa,CRQ);H(217aa,CRQ)",A=217;B=217;C=217;D=217;E=217;F=217;G=217;H=217,False
7SWT,4,A,221,222.0,True,NRQ,True,"A(221aa,NRQ);B(219aa,NRQ);C(219aa,NRQ);D(219aa,NRQ)",A=221;B=219;C=219;D=219,False
7SWU,4,A,216,217.0,False,,False,,A=216;B=216;C=216;D=214,False
7TSR,1,A,217,218.0,True,PIA,False,"A(217aa,PIA)",A=217,False
7TSS,1,A,217,218.0,True,PIA,False,"A(217aa,PIA)",A=217,False
7TSU,1,A,217,218.0,True,PIA,False,"A(217aa,PIA)",A=217,False
7TSV,1,A,217,218.0,True,PIA,False,"A(217aa,PIA)",A=217,False
7UGR,1,A,226,227.0,True,CR2,False,"A(226aa,CR2)",A=226,False
7UGS,1,A,226,227.0,True,CR2,False,"A(226aa,CR2)",A=226,False
7UGT,1,A,228,229.0,True,CR2,False,"A(228aa,CR2)",A=228,False
7VCM,2,A,371,372.0,True,CRO,True,"A(371aa,CRO);B(369aa,CRO)",A=371;B=369,False
7X2B,1,A,217,218.0,True,NRQ,False,"A(217aa,NRQ)",A=217,False
7Y40,2,A,214,215.0,True,CR2,True,"A(214aa,CR2);B(213aa,CR2)",A=214;B=213,False
7Y96,2,B,312,313.0,True,CRO,True,"A(309aa,CRO);B(312aa,CRO)",A=309;B=312,False
7YAO,2,A,216,217.0,True,CR2,True,"A(216aa,CR2);B(213aa,CR2)",A=216;B=213,False
7YEU,1,A,235,237.0,True,GYS,False,"A(235aa,GYS)",A=235,False
7YRE,4,B,213,214.0,True,CR2,True,"A(207aa,CR2);B(213aa,CR2);C(206aa,CR2);D(213aa,CR2)",A=207;B=213;C=206;D=213,False
7YV3,1,A,225,226.0,True,CRO,False,"A(225aa,CRO)",A=225,False
7YV5,1,A,224,225.0,True,CRO,False,"A(224aa,CRO)",A=224,False
7Z7O,4,A,227,228.0,False,,False,,A=227;B=226;C=220;D=214,False
7Z7P,8,C,226,227.0,False,,False,,A=225;B=222;C=226;D=226;E=219;F=220;G=218;H=219,False
7Z7Q,4,A,222,223.0,False,,False,,A=222;B=222;C=211;D=210,False
7ZCT,2,A,214,215.0,True,NRQ,True,"A(214aa,NRQ);B(214aa,NRQ)",A=214;B=214,False
8A6G,1,A,234,235.0,True,OHD,False,"A(234aa,OHD)",A=234,False
8A6N,1,A,234,235.0,True,OHD,False,"A(234aa,OHD)",A=234,False
8A6O,1,A,234,235.0,True,OHD,False,"A(234aa,OHD)",A=234,False
8A6P,1,A,234,235.0,True,OHD,False,"A(234aa,OHD)",A=234,False
8A6Q,1,A,234,235.0,True,OHD,False,"A(234aa,OHD)",A=234,False
8A6R,1,A,234,235.0,True,OHD,False,"A(234aa,OHD)",A=234,False
8A6S,1,A,234,235.0,True,OHD,False,"A(234aa,OHD)",A=234,False
8A7V,1,A,234,235.0,True,PIA,False,"A(234aa,PIA)",A=234,False
8A83,1,A,224,225.0,True,OHD,False,"A(224aa,OHD)",A=224,False
8AAB,1,A,219,219.0,False,,False,,A=219,False
8AHA,1,A,237,238.0,True,PIA,False,"A(237aa,PIA)",A=237,False
8AHB,1,A,235,236.0,True,PIA,False,"A(235aa,PIA)",A=235,False
8AM4,1,A,229,230.0,True,OHD,False,"A(229aa,OHD)",A=229,False
8ARM,1,A,219,220.0,True,NRQ,False,"A(219aa,NRQ)",A=219,False
8B65,1,A,219,221.0,False,,False,,A=219,False
8B6S,2,A,517,518.0,True,CRO,True,"A(517aa,CRO);B(516aa,CRO)",A=517;B=516,False
8B6T,2,A,516,517.0,True,CRO,True,"A(516aa,CRO);B(516aa,CRO)",A=516;B=516,False
